id,text,StatementPositive,StatementNegative,Sycophancy,Criticism,Duty,Self-deprecation,Sacrifice,Threat,PoliteFormula,ChainReasoning,Transposition,Analogy,Information,MotivationPositive,MotivationNegative,SupernaturalPositive,SupernaturalNegative,HistoryPositive,HistoryNegative,HistoryOutcomePositive,HistoryOutcomeNegative,HistoricalExamplesPositive,HistoricalExamplesNegative,HistoricalExamplesOutcomePositive,HistoricalExamplesOutcomeNegative,Tradition,Morality,Hearsay,Proverb,Remark,Model,Book_Shi,Book_Shu,Book_Li,Book_Yi,Book_Chunqiu,Book_Lunyu,Book_Laozi,Book_Zhuangzi,Book_Fojing,Book_Uncertain,Book_History,Book_Bing,Book_Others,authoritative text,book,time_period,book_time,jian_time,num_char,outcome,ritual,law,administration,culture,personnel,military,diplomacy,economy,royal family,personal conduct,relationship,overstep authority,other,advice direction,advice taken,advice correct,persuader outcome,persuadee persuader relationship,persuader identity,persuadee identity,advice correct outcome evidence,notes,,
554,"臣闻国无九年之储，家无三年之蓄，家非其家，国非其国。故知立国立家，皆资于储蓄矣。夫水旱之灾，关之阴阳运数，非人智力所能及也。尧遭大水，汤遭大旱，则知仁圣之君所不能免，当此时不至于困弊者，积也。今陛下仓库之内，比稍空竭，寻常用度，不支一年。倘有水旱，人须赈给，徵发时动，兵要资装，则将何以备之？其缘仓库不实，妨于政化者，触类而是。臣窃见比者营造寺观，其数极多，皆务取宏博，竞崇环丽。大则费耗百十万，小则尚用三五万余，略计都用资财，动至千万已上。转运木石，人牛不停，废人功，害农务，事既非急，时多怨咨。故《书》曰：""不作无益害有益，功乃成；不贵异物贱用物，民乃足。""诚哉此言，非虚谈也。且玄旨秘妙，归于空寂，苟非修心定慧，诸法皆涉有为。至如土木雕刻等功，唯是殚竭人力，但学相夸壮丽，岂关降伏身心。且凡所兴功，皆须掘凿，蛰虫在土，种类实多。每日杀伤，动盈万计，连年如此，损害可知。圣人慈悲为心，岂有须行此事，不然之理，皎在目前。世俗众僧，未通其旨，不虑府库空竭，不思圣人忧劳，谓广树福田，即是增修法教。倘水旱为灾，人至饥馁，夷狄作梗，兵无资粮，陛下虽有龙象如云，伽蓝概日，岂能裨万分之一，救元元之苦哉！于道法既有乖，在生人极为损，陛下岂可不深思之！臣窃见食封之家，其数甚众。昨略问户部，云用六十余万丁，一丁两匹，即是一百二十万已上。臣顷在太府，知每年庸调绢数，多不过百万，少则七八十万已来，比诸封家，所入全少。倘有虫霜旱涝，曾不半在，国家支供，何以取给？臣闻自封茅土，裂山河，皆须业著经纶，功申草昧，然后配宗庙之享，承带砺之恩。皇运之初，功臣共定天下，当时食封才上三二十家，今以寻常特恩，遂至百家已上。国家租赋，太半私门，私门则资用有余，国家则支计不足。有余则或致奢侈，不足则坐致忧危，制国之方，岂谓为得？封户之物，诸家自徵，或是官典，或是奴仆，多挟势骋威，凌突州县。凡是封户，不胜侵扰，或输物多索裹头，或相知要取中物，百姓怨叹，远近共知。复有因将货易，转更生衅，徵打纷纷，曾不宁息，贫乏百姓，何以克堪！若必限丁物送太府，封家但于左藏请受，不得辄自征催，则必免侵扰，人冀苏息。臣又闻设官分职，量事置吏，此本于理人而务安之也。故《书》曰""在官人，在安人。官人则哲，安人则惠。能哲而惠，何忧乎欢兜，何畏乎有苗""者也！是明官得其人，而天下自理矣。古者取人，必先采乡曲之誉，然后辟于州郡；州郡有声，然后辟于五府；才著五府，然后升之天朝。此则用一人所择者甚悉，擢一士所历者甚深。孔子曰：""譬有美锦，不可使人学制。""此明用人不可不审择也。用得其才则理，非其才则乱，理乱所设，焉可不深择之哉！今之取人，有异此道。多未甚试效，即顿至迁擢。夫趋竞者人之常情，侥幸人之所趣。而今务进不避侥幸者，接踵比肩，布于文武之列。有文者用理内外，则有回邪赃污上下败乱之忧；有武者用将军戎，则有庸懦怯弱师旅丧亡之患。补授无限，员阙不供，遂至员外置官，数倍正阙。曹署典吏，困于祗承，府库仓储，竭于资奉。国家大事，岂甚于此！古者悬爵待士，唯有才者得之，若任用无才，则有才之路塞，贤人君子所以遁迹销声，常怀叹恨者也。且贤人君子，守于正直之道，远于侥幸之门，若侥幸开，则贤者不可复出矣。贤者遂退，若欲求人安化洽，复不可得也。人若不安，国将危矣，陛下安可不深虑之！又刺史、县令，理人之首。近年已来，不存简择。京官有犯及声望下者，方遣牧州；吏部选人，暮年无手笔者，方拟县令。此风久扇，上下同知，将此理人，何以率化？今岁非丰稔，户口流亡，国用空虚，租调减削。陛下不以此留念，将何以理国乎？臣望下明制，具论前事，使有司改换简择，天下刺史、县令，皆取才能有称望者充。自今已往，应有迁除诸曹侍郎、两省、两台及五品已上清望官，先于刺史、县令中选用。牧宰得人，天下大理，万姓欣欣然，岂非太平乐事哉！唯陛下详择。",2,0,1,3,0,0,0,0,1,0,0,0,3,2,8,0,0,1,0,0,0,2,0,0,0,1,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,jiutangshu,jiutangshu,762.5,762.5,1573,-1,,,,,1,,,1,,,,,,0,0,NA,unclear,king-minister,韦嗣立,唐中宗李显,疏奏不纳。,,,
555,帝王及后，无神道碑，且事不师古，动皆不法。若靖陵独建，陛下祖宗之陵皆须追造。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,38,1,1,,,,,,,1,,,,,,0,1,NA,unclear,king-minister,苏颋,唐玄宗李隆基,玄宗从其言而止。,,,
556,臣闻为政之本，必先人事。陛下矜群生迷谬，溺丧无归，欲令像教兼行，睹相生善。非为塔庙必欲崇奢，岂令僧尼皆须檀施？得栰尚舍，而况其余。今之伽蓝，制过宫阙，穷奢极壮，画缋尽工，宝珠殚于缀饰，环材竭于轮奂。工不使鬼，止在役人，物不天来，终须地出，不损百姓，将何以求？生之有时，用之无度，编户所奉，常若不充，痛切肌肤，不辞箠楚。游僧一说，矫陈祸福，翦发解衣，仍惭其少。亦有离间骨肉，事均路人，身自纳妻，谓无彼我。皆托佛法，诖误生人。里陌动有经坊，闤阓亦立精舍。化诱倍急，切于官征；法事所须，严于制敕。膏腴美业，倍取其多；水碾庄园，数亦非少。逃丁避罪，并集法门，无名之僧，凡有几万，都下检括，已得数千。且一夫不耕，犹受其弊，浮食者众，又劫人财。臣每思惟，实所悲痛。往在江表，像法盛兴，梁武、简文，舍施无限。及其三淮沸浪，五岭腾烟。列刹盈衢，无救危亡之祸；缁衣蔽路，岂有勤王之师！比年已来，风尘屡扰，水旱不节，征役稍繁。家业先空，疮痍未复，此时兴役，力所未堪，伏惟圣朝，功德无量，何必要营大像，而以劳费为名。虽敛僧钱，百未支一。尊容既广，不可露居，覆以百层，尚忧未遍，自余廓庑，不得全无。又云不损国财，不伤百姓，以此事主，可谓尽忠？臣今思惟，兼采众议，咸以为如来设教，以慈悲为主，下济群品，应是本心，岂欲劳人，以存虚饰？当今有事，边境未宁，宜宽征镇之徭，省不急之费。设令雇作，皆以利趋，既失田时，自然弃本。今不树稼，来岁必饥，役在其中，难以取给。况无官助，义无得成，若费官财，又尽人力，一隅有难，将何救之！,1,3,1,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,646,1,,,,,,,,1,,,,,,0,1,NA,unclear,king-minister,狄仁杰,武则天,则天乃罢其役。,,,
557,昔汉元帝尝祭庙，出便门，御楼船，光禄勋张猛奏曰：'乘船危，就桥安。'元帝乃从桥，即前代旧事。今山径危险，石路曲狭，上瞻骇目，下视寒心，比于楼船，安危不等。陛下蒸人父母，奈何践此畏涂？伏望停舆驻跸。,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,98,1,,,,,,,,,,1,,,,0,1,NA,unclear,king-minister,王方庆,武则天,则天纳其言而止。,,,
558,狮子猛兽，唯止食肉，远从碎叶，以至神都，肉既难得，检为劳费。陛下以百姓为心，虑一物有失，鹰犬不蓄，渔猎总停。运不杀以阐大慈，垂好生以敷至德，凡在翾飞蠢动，莫不感荷仁恩。岂容自菲薄于身，而厚资给于兽，求之至理，必不然乎,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,108,1,,,,,,,1,1,,,,,,0,1,NA,unclear,king-minister,姚璹,武则天,疏奏，遽停来使。,,,
559,夫鼎者神器，贵在质朴自然，无假别为浮饰。臣观其状，先有五彩辉焕，错杂其间，岂待金色，方为炫耀？,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,47,1,,,,,,,,1,,,,,,0,1,NA,unclear,king-minister,姚璹,武则天,则天又从之。,,,
560,"臣闻《谷梁传》曰：""古之君人者，必时视人之所勤：人勤于力则功筑罕，人勤于财则贡赋少，人勤于食则百事废。""《书》曰：""不作无益害有益。""又曰：""罔咈百姓以从己之欲。""《礼》曰：""季夏之月，树木方盛，无有斩伐，不可兴土功以妨农。""又曰：""季夏行冬令，则风寒不时。""《语》曰：""修己以安百姓。""此皆兴化立理之教，为政养人之本。今陛下为公主造观，将树功德以祈福祐。但两观之地，皆百姓之宅，卒然迫逼，令其转移，扶老携幼，投窜无所，发剔椽瓦，呼嗟道路。乖人事，违天时，起无用之作，崇不急之务，群心摇摇，众口籍籍。陛下为人父母，欲何以安之？且国有简册，君举必记，动则左史书之，言则右史书之。是以非礼勿言，非礼勿动。夫如是，则君之所举，可不慎欤！微臣备位谏诤，兼秉史笔，书而不法，后嗣何观？臣愚必以为不可。伏愿俯顺人欲，仰稽天意，降德音，下明策，速罢功役，收之桑榆。",2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,5,jiutangshu,jiutangshu,762.5,762.5,375,-1,,,,,,,,1,,,,,,0,0,NA,unclear,king-minister,魏知古,唐睿宗李旦,疏奏不纳。,,,
561,臣闻人以君为天，君以人为本。人安则政理，本固则邦宁。自陛下翦除凶逆，君临宝位，苍生颙颙，以为朝有新政。今风教颓替，日甚一日，府库空虚，人力凋弊，造作不息，官员日增。今诸司试及员外、检校等官，仅至二千余人，太府之布帛以殚，太仓之米粟难给。又金仙、玉真等观造作，咸非急务，臣先奏请停，竟仍未止。今岁前水后旱，五谷不熟，若至来春，必甚饥馑。陛下为人父母，欲何方以赈恤？疗饥拯溺，须及其时。又突厥为患，其来自久，本无礼仪，焉有诚信。今虽遣使，来请结婚，豺狼之心，首鼠何定。弱则卑顺，强则骄逆。属草衰月满，弓劲马肥，乘中国饥虚，在和亲际会，倘或窥犯亭障，国家何以防之？臣所论者，事甚急切，伏愿特垂详察,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,295,,,,,,,,,,,,,,,0,NA,NA,promoted/rewarded,king-minister,魏知古,唐睿宗李旦,睿宗嘉其切直，寻令同中书门下平章事。,,,
562,伏以圣恩天覆，仁育庶类，凡死罪之属，不欲尸诸市朝，全其性命，流窜而已。所以政致刑措，狱无冤人，旷古以来，未有斯美。臣愚以为全生免死，诚为至化，有耻且格，为训将来。苟有未安，不敢缄默。臣以为刺史、县令，与诸吏稍别，人之父母，风化所瞻，一为本部长官，即合终身致敬。决杖者，五刑之末，只施于抶扑徒隶之间，官荫稍高，即免鞭挞。令决杖赎死，诚则已优，解体受笞，事颇为辱。法至于死，天下共之，刑至于辱，或有所耻。况本州刺史，百姓所崇，一朝对其人吏，背脊加杖，屈挫拘执，人或哀怜，忘其免死之恩，且有伤心之痛，恐非敬官长劝风俗之意。又杂犯死罪，无杖刑，奏报三覆，然后行决。今非时不覆，决杖便发，倘狱或未尽，又暑热不耐，因杖或死，即是促其处分，不得顺时。将欲生之，却夭其命，又恐非圣明宽宥之意。前后频在州县，或缘杂犯决人，每大暑盛夏之时，决杖多死，秋冬已后，至有全者。伏望凡刺史、县令于本部决杖及夏暑生长之时，所定杖刑，并乞停减。即副陛下好生之德，于死者皆有再生之恩。,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,425,,,1,,,,,,,,,,,,0,NA,NA,unclear,king-minister,裴耀卿,唐玄宗李隆基,,,,
563,陛下去夏，以妨农停两观作，今正农月，翻欲兴功。虽知用公主钱，不出库物，但土木作起，高价雇人，三辅农人，趋目前之利，舍农受雇，弃本逐末。臣闻一夫不耕，天下有受其饥者，臣窃恐不可。,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,88,1,,,,,,,,1,,,,,,0,0,NA,unclear,king-minister,韦凑,唐睿宗李旦,帝不应。,,,
564,"夫佛者，以觉知为义，因心而成，不可以诸相见也。经云：""若以色见我，以音声求我，是人行邪道，不能见如来。""此真如之果不外求也。陛下信心归依，发弘誓愿，壮其塔庙，广其尊容，已遍于天下久矣。盖有住于相而行布施，非最上第一希有之法。何以言之？经云：""若人满三千大千世界七宝以用布施，及恒河沙等身命布施，其福甚多。若人于此经中受持及四句偈等为人演说，其福胜彼。菩萨作福德，不应贪著，盖有为之法不足高也。况此营建，事殷木土，或开发盘礴，峻筑基阶，或塞穴洞，通转采斫，辗压虫蚁，动盈巨亿。岂佛标坐夏之义，愍蠢动而不忍害其生哉！又役鬼不可，唯人是营，通计工匠，率多贫窭，朝驱暮役，劳筋苦骨，箪食瓢饮，晨炊星饭，饥渴所致，疾疹交集。岂佛标徒行之义，愍畜兽而不忍残其力哉！又营筑之资，僧尼是税，虽乞丐所致，而贫阙犹多。州县征输，星火逼迫，或谋计靡所，或鬻卖以充，怨声载路，和气未洽。岂佛标随喜之义，愍愚蒙而不忍夺其产哉！且边朔未宁，军装日给，天下虚竭，海内劳弊。伏惟陛下慎之重之，思菩萨之行为利益一切众生，应如是布施，则其福德若南西北方四维上下虚空不可思量。夫何必勤于住相，凋苍生之业，崇不急之务乎！臣以时政论之，则宜先边境，蓄府库，养人力；臣以释教论之，则宜救苦厄，灭诸相，崇无为。伏愿陛下察臣之愚，行佛之意，务以理为上，不以人废言，幸甚幸甚",2,3,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,jiutangshu,jiutangshu,762.5,762.5,562,1,,,,,,,,1,,,,,,0,1,NA,promoted/rewarded,king-minister,张廷珪,武则天,则天从其言，即停所作，仍于长生殿召见，深赏慰之。,,,
565,"臣闻古之建官，员不必备，九卿以下，皆有其位而阙其选。赏一人谋乎三事，职一人访乎群司，负宠者畏权势之在躬，知荣者避权门而不入。故称赏不僣，官不滥，士皆完行，家有廉节，朝廷有馀俸，百姓有馀食。下忠于上，上礼于下，委裘而无仓卒之危，垂拱而无颠沛之患。夫事有惕耳目，动心虑，作不师古，以行于今者，盖有之矣。伏惟陛下百倍行赏，十倍增官，金银不供其印，束帛无充于锡，何愧于无用之臣，何惭于无力之士！至于公府补授，罕有推择，遂使富商豪贾，尽居缨冕之流，鬻伎行巫，咸涉膏腴之地。臣闻古人曰：""福生有基，祸生有胎。""伏惟公主陛下之爱女，选贤良以嫁之，设官职以辅之，倾府库以赐之，壮第观以居之，广池膋以嬉之，可谓之至重也，可谓之至怜也。然而用不合于古义，行不根于人心，将恐变爱成憎，转福为祸。何者？竭人之力，人怨也；费人之财，人怨也；夺人之家，人怨也。爱数子而取三怨于天下，使边疆之士不尽力，朝廷之士不尽忠，人之散矣，独持所爱，何所恃乎？向者鲁王赏同诸婿，礼等朝臣，则亦有今日之福，无曩时之祸。人徒见其祸，不知祸之所来。所以祸者，宠爱过于臣子也。去年七月五日，已见其征矣。而今事无改，更尚因循，弃一宅而造一宅，忘前祸而忽后祸。臣窃谓陛下憎之矣，非爱之也。臣闻君以人为本，本固则邦宁。邦宁则陛下夫妇、母子长相保也。伏惟外谋宰臣，为久安之计以存之，不使奸臣贼子以伺之。臣闻微不可不防，远不可不虑。当今疆场危骇，仓廪空虚，揭竿守御之士赏不及，肝脑涂地之卒输不充。而方大起寺舍，广造第宅，伐木空山，不足充梁栋，运土塞路，不足充墙壁。夸古耀今，逾章越制，百僚钳口四海伤心。夫释教者，以清净为基，慈悲为主，故当体道以济物，不欲利己以损人，故常去己以全真，不为荣身以害教。三时之月，掘山穿池，损命也；殚府虚帑，损人也；广殿长廊，荣身也。损命则不慈悲，损人则不济物，荣身则不清净，岂大圣大神之心乎！臣以为非真教，非佛意，违时行，违人欲。自像王西下，佛教东传，青螺不入于周前，白马方行于汉后。风流雨散，千帝百王，饰弥盛而国弥空，役弥重而祸弥大。覆车继轨，曾不改途，晋臣以佞佛取讥，梁主以舍身构隙。若以造寺必为其理体，养人不足以经邦，则殷、周已往皆暗乱，汉、魏已降皆圣明；殷、周已往为不长，汉、魏已降为不短。臣闻夏为天子二十馀代而殷受之，殷为天子二十馀代而周受之，周为天子三十馀代而秦受之，自汉已后历代可知也。何者？有道之长，无道之短，岂因其穷金玉、修塔庙，方得久长之祚乎！臣闻于经曰：""菩萨心住于法而行布施，如人入暗，即无所见。""又曰：""一切有为法，如梦幻泡影，如露亦如电。""臣以减雕琢之费以赈贫下，是有如来之德；息穿掘之苦以全昆虫，是有如来之仁；罢营构之直以给边陲，是有汤、武之功；回不急之禄以购廉清，是有唐、虞之理。陛下缓其所急，急其所缓，亲未来而疏见在，失真实而冀虚无，重俗人之所为而轻天子之功业，臣窃痛之矣。当今出财依势者尽度为沙门，避役奸讹者尽度为沙门；其所未度，唯贫穷与善人。将何以作范乎？将何以役力乎？臣以为出家者，舍尘俗，离朋党，无私爱。今殖货营生，非舍尘俗；拔亲树知，非离朋党；畜妻养孥，非无私爱。是致人以毁道，非广道以求人。伏见今之宫观台榭，京师之与洛阳，不增修饰，犹恐奢丽。陛下尚欲填池堑，捐苑囿，以赈贫人无产业者。今天下之寺盖无其数，一寺当陛下一宫，壮丽之甚矣！用度过之矣！是十分天下之财而佛有七八，陛下何有之矣！百姓何食之矣！虽以阴阳为炭，万物为铜，役不食之人，使不衣之士，犹尚不给。况资于天生地养，风动雨润，而后得之乎！臣闻国无九年之储，国非其国。伏计仓廪，度府库，百僚供给，百事用度，臣恐卒岁不充，况九年之积乎！一旦风尘再扰，霜雹荐臻，沙门不可擐干戈，寺塔不足攘饥馑，臣窃痛之矣！",1,0,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,3,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,jiutangshu,jiutangshu,762.5,762.5,1536,-1,,,,,,,,1,,,,,,0,0,1,unclear,king-minister,辛替否,唐中宗李显,疏奏不纳。岁馀，安乐公主被诛。,,,
566,"臣闻人臣宅于家，君上宅于国。长安城，是陛下皇居也，其可穿凿兴动，建陵墓于其侧乎？此非宜一也。夫葬者藏也，欲人之不得见也。是以古帝前王葬后妃，莫不凭丘原，远郊郭。今则西临宫阙，南迫康庄，若使近而可见，死而复生，虽在西宫待之可也。如骨肉归土，魂无不之，章敬之北，竟何所益？视之兆庶，则彰溺爱；垂之万代，则累明德，此非所宜二也。夫帝王者，居高明，烛幽滞。先皇所以因龙首建望春，盖为此也。今若起陵目前，动伤宸虑，天心一伤，数日不平。且匹夫向隅，满堂为之不乐；万乘不乐，人其可欢心乎？又暇日起歌，动钟于内，此地皆闻，此非宜三也。伏以贞懿皇后，坤德合天，母慈逮下，陛下以切轸旒扆，久俟蓍龟。始谥之以贞懿，终待之以亵近，臣窃惑焉，非所以称述后德，光被下泉也。今国人皆曰：""贞懿皇后之陵迩于城下者，主上将日省而时望焉。""斯有损于圣德，无益于贞懿。将欲宠之，而反辱之，此非宜四也。凡此数事，实玷大猷，天下咸知，伏惟陛下熟计而取其长也。陛下方将偃武靖人，一误于此，其伤实多。臣恐君子是非，史官褒贬，大明忽亏于掩蚀，至德翻后于尧、舜，不其惜哉！今指日尚遥，改卜何害？抑皇情之殊眷，成贞懿之美号。",0,5,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,486,1,1,,,,,,,1,,,,,,0,1,NA,promoted/rewarded,king-minister,姚南仲,唐代宗李豫,疏奏，帝甚嘉之，赐绯鱼袋，特加五品阶，宣付史馆。,,,
567,自古圣帝明王，以恭俭化天下。陛下在谅闇之中，不宜兴作，愿以瓦木回奉园陵。,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,36,1,1,,,,,,,1,,,,,,0,1,NA,unclear,king-royal family member,李程,唐敬宗李湛,上欣然从之。,,,
568,岐是国门，茂贞倔强，不顾祸患。万一蹉跌，挫国威也，不若渐以制之。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,32,,,,,,,1,,,,,,,,0,0,1,unclear,king-minister,牛徽,唐昭宗李晔,而王师果衄，大臣被害。,,,
569,今麦序方秋，蚕功未毕，三时之务，万姓所先。敕使抚巡，人皆竦抃，忘其家业，冀此天恩，踊跃参迎，必难抑止，集众既广，妨废亦多。加以途程往还，兼之晨夕停滞。既缘赈给，须立簿书，本欲安存，却成烦扰。又无驿之处，其马稍难。简择公私，须预追集。雨后农务，特切常情，暂废须臾，即亏岁计。每为一马，遂劳数家，从此相乘，恐更滋甚。望且委州县赈给，待秋闲时出使褒贬。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,173,1,,,1,,,,,,,,,,,0,1,NA,unclear,king-minister,刘思立,唐高宗李治,疏奏，谧等遂不行。,,,
570,臣闻作乐崇德，以感人神，《韶》、《夏》有容，《咸》、《英》有节，妇人媟黩，无豫其间。昔鲁用孔子，几至于霸，齐人惧之，馈以女乐，鲁君既受，孔子所以行。戎有由余，兵强国富，秦人反间，遗之女妓，戎王耽悦，由余乃奔。斯则大圣名贤，嫉之已久。良以妇人为乐，必务冶容，哇姣动心，蛊惑丧志，上行下效，淫俗将成，败国乱人，实由兹起。伏惟殿下神武命代，文思登庸，宇内颙颙，瞻仰德化。而渴贤之美，未被于民心；好妓之声，或闻于人听。岂所以追启、诵之徽烈，袭尧、舜之英风者哉！至若监抚余闲，宴私多豫，后庭妓乐，古或有之，非以风人，为弊犹隐。至于所司教习，章示群僚，慢伎淫声，实亏睿化。伏愿下教令，发德音，屏倡优，敦《雅》、《颂》，率更女乐，并令禁断，诸使采召，一切皆停。则朝野内外，皆知殿下放郑远佞，辉光日新，凡在含生，孰不欣戴。,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,353,1,1,,,,,,,,,1,,,,0,1,NA,promoted/rewarded,prince-minister,贾曾,太子李隆基,"太子手令答曰：""比尝闻公正直，信亦不虚。寡人近日颇寻典籍，至于政化，偏所留心，女乐之徒，亦拟禁断。公之所言，雅符本意。""俄特授曾中书舍人。",,,
571,"盖人有感一餐之惠，殒七尺之身；况臣为陛下官，受陛下禄，而目有所见，口不言之，是负恩矣！自陛下亲政日近，复在九重，所以未闻在外群下窃议。道路籍籍，皆云普思多行诡惑，妄说妖祥。唯陛下不知，尚见驱使。此道若行，必挠乱朝政。臣至愚至贱，不敢以胸臆对扬天威，请以古事为明证。孔丘云：""《诗》三百，一言以蔽之，曰：思无邪。""陛下今若以普思有奇术，可致长生久视之道，则爽鸠氏久应得之，永有天下，非陛下今日可得而求。若以普思可致仙方，则秦皇、汉武久应得之，永有天下，亦非陛下今日可得而求。若以普思可致佛法，则汉明、梁武久应得之，永有天下，亦非陛下今日可得而求。若以普思可致鬼道，则墨翟、干宝，各献于至尊矣，而二主得之，永有天下，亦非陛下今日可得而求！此皆事涉虚妄，历代无效，臣愚不愿陛下复行之于明时。唯尧、舜二帝，自古称圣，臣观所得，故在人事，敦睦九族，平章百姓，不闻以鬼神之道理天下。伏愿陛下察之，则天下幸甚！",0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,jiutangshu,jiutangshu,762.5,762.5,398,-1,,,,,1,,,,,,,,,0,0,NA,unclear,king-minister,李邕,唐中宗李显,疏奏不纳。,,,
572,公主夙成神悟，仁眷特钟，尝祷必亲，已承减膳，幽明遽间，倍轸慈衷。臣等微诚，无由感达。伏惟陛下守累圣之公器，御群生之重畜，夷百战之艰患，抚四海之伤残。虏候为虞，戎师近警，一言万务，裁成圣心，得失谬于毫厘，安危存于晷刻。伏虑顾怀犹切，神志未和，众情以之不宁，臣子以之兢悸。伏愿抑周丧之私痛，均品物于至公，下慰黔黎，上安宗社,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,159,1,,,,,,,,,,1,,,,0,1,NA,unclear,king-minister,宰臣*,唐代宗李豫,上始听朝。,,,
573,人命至重，死不再生，陛下至仁至圣，子育群下，岂容以畜产之故，而戮千有余人？愚臣狂狷，辄以死请。,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jiutangshu,jiutangshu,762.5,762.5,47,-1,,1,,,,,,,,,,,,0,1,NA,promoted/rewarded,king-minister,屈突通,隋文帝杨坚,"文帝嗔目叱之，通又顿首曰：""臣一身如死，望免千余人命。""帝寤，曰：""朕之不明，以至于是。感卿此意，良用恻然。今从所请，以旌谏诤。""悉达等竟以减死论。",,,
